1. DEMOGRAPHICS,Q1. What is your Gender,Q2. In what year were you born?,Age,Q5. Province of Residence  in South Africa (choose only one),Q7. Which of the following would you consider to be applicable to the area where you live. Choose one option:,"Q8. Highest Education Mark only one oval.","Q10. What is your current employment status?Mark only one oval.",Q19. Estimate how much do you spend on mobile  data per month,Q23. May we contact you again in future e.g to participate in other research studies?,3. ACCESS,Q3.Do you have access to the internet at home,Q4. Do you have access to free internet ,"Q5. If you said ""yes"" above then  indicate where you obtain free access? :  School/Campus",Work,Community Centre,Library,Public Spaces,Other,4. AWARENESS AND USAGE,"Q1. What do you use the internet for? Entertainment",Search for Jobs,Search for information,To search for busiiness opportunities,To complete online training courses,To keep in touch with others,Online banking,Online Shopping,Paying bills,Other,5.BENEFITS OF ICT/MOBILE DEVICES,"Q1. What do you use the internet for?Improve /increase your income",feel more included in the society,feel more included in the economy,Find employment,Prepare for employment,Increase confidence,Access to information,I save money,Other specify,13. GOVERNMENT TO CITIZEN (G2C) QUESTIONS ,Q1. Have you visited any government website before?," Q3.Which of the following services have you completed online?Applied for a government service",Log a query regarding government service,Pay for a service e.g.Municipal bills,Other - Specify,"Q8. How often do you successfully complete what you have tried to do on a government website (e.g. resolve a query, apply for services) ?",Q9. How often do government officials/departments that you interact with on social networking sites respond to your communication?,Q10. How often have you been satisfied with the responses you received from government officials/departments,Q11. Do you trust government websites or apps? ,Q12. Do you believe government websites and apps should be available in your home language?
,2,1989,30,6,1,5,4,6,0,,1,0,0,0,0,0,0,0,,1,0,1,1,0,1,1,1,1,0,,1,1,1,0,1,1,1,1,0,,0,0,0,0,0,5,5,5,0,0
,1,1993,26,6,1,3,3,5,1,,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,1,0,0,0,,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,5,5,5,0,0
,1,1998,21,6,1,4,6,5,1,,1,0,0,0,0,0,0,0,,1,0,1,1,1,0,0,0,0,0,,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,5,5,5,0,0
,1,1969,50,6,1,2,3,3,0,,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,1,1,0,,0,0,0,0,0,0,1,0,0,,1,0,1,0,0,5,5,5,0,0
,1,1973,46,6,1,4,4,3,0,,0,1,1,0,0,0,0,0,,1,1,1,0,1,0,1,0,0,0,,1,1,1,1,1,0,0,0,0,,1,0,1,0,0,2,1,1,0,1
,1,1986,33,6,1,4,2,2,1,,1,1,1,0,0,0,0,0,,1,1,1,1,1,1,1,1,0,0,,0,1,1,1,1,1,1,1,0,,1,1,1,1,0,1,1,1,1,1
,1,,,6,1,4,2,2,1,,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,0,0,0,,0,1,0,1,1,1,0,0,0,,0,0,0,0,0,5,5,5,0,0
,2,1973,46,6,1,5,3,6,0,,0,1,1,1,0,0,1,0,,1,0,1,1,1,1,1,1,1,0,,1,0,0,0,0,1,1,0,0,,1,0,0,1,0,3,3,3,0,1
,1,1992,27,6,1,2,4,6,1,,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,,1,1,1,1,1,1,1,0,0,,0,0,0,0,0,5,5,5,0,0
,2,1985,34,6,1,2,4,6,1,,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,0,0,0,,1,1,0,0,1,0,1,0,0,,0,0,0,0,0,5,5,5,0,0
,1,1996,23,6,1,2,2,2,0,,1,0,0,0,0,0,0,0,,1,1,1,0,0,1,0,0,0,0,,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,5,5,5,0,0
,1,1989,30,6,1,6,4,4,0,,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,,0,1,0,0,1,0,1,0,0,,1,0,1,0,0,3,4,2,1,1
,1,1999,20,6,1,2,2,2,0,,1,0,0,0,0,0,0,0,,1,0,1,1,1,0,1,0,0,0,,0,1,0,0,0,1,1,1,0,,0,0,0,0,0,5,5,5,0,0
,1,1979,40,6,1,3,3,4,0,,1,0,0,0,0,0,0,0,,1,0,1,1,0,1,1,0,0,0,,1,0,1,0,1,1,0,1,0,,1,1,0,1,0,2,2,1,1,0
,1,1990,29,6,1,2,4,1,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,5,5,0,0
,2,1998,21,6,1,2,6,3,0,,1,0,0,0,0,0,0,0,,1,0,1,0,0,1,0,0,0,0,,0,1,0,0,0,1,1,1,0,,0,0,0,0,0,5,5,5,0,0
,1,1992,27,6,1,2,5,1,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,5,5,0,0
,2,1999,20,6,1,2,2,2,0,,1,0,0,0,0,0,0,0,,1,0,1,0,0,1,0,0,0,0,,0,1,0,0,0,1,1,1,0,,0,0,0,0,0,5,5,5,0,0
,2,1963,56,6,1,3,3,3,1,,1,0,0,0,0,0,0,0,,1,0,1,0,0,1,1,0,0,0,,0,1,1,0,0,1,1,1,0,,0,0,0,0,0,5,5,5,0,0
,1,1994,25,6,1,4,3,4,1,,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,,0,0,0,1,1,1,1,1,0,,0,0,0,0,0,5,5,5,0,0
,2,1998,21,6,1,4,2,6,1,,1,1,0,0,1,0,0,0,,1,1,1,1,0,0,0,0,0,0,,0,0,0,1,0,1,1,1,0,,1,0,1,1,0,1,1,1,1,0
,2,2003,16,6,1,1,6,1,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,5,5,0,0
,2,1996,23,6,1,3,4,6,0,,1,0,0,0,0,0,0,0,,1,1,1,1,0,1,1,0,0,0,,1,1,0,0,1,1,1,1,0,,1,1,0,1,0,2,2,1,1,0
,1,1994,25,6,1,5,6,6,1,,1,1,1,0,0,0,0,0,,1,0,1,0,0,1,0,0,1,0,,0,1,0,0,0,1,1,1,0,,1,1,0,1,0,1,2,1,1,0
,1,1991,28,6,1,2,4,2,1,,1,0,0,0,0,0,0,0,,1,0,1,1,0,1,0,0,0,0,,0,1,0,0,1,1,1,1,0,,0,0,0,0,0,5,5,5,0,0
,1,1996,23,6,1,2,2,2,1,,1,0,0,0,0,0,0,0,,1,1,1,0,0,1,0,0,0,0,,0,0,0,1,0,1,1,1,0,,0,0,0,0,0,5,5,5,0,0
,1,1999,20,6,1,3,6,2,1,,1,0,0,0,0,0,0,0,,1,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,1,1,1,0,,1,1,0,0,0,2,2,2,1,0
,2,1995,24,6,1,2,4,3,0,,1,0,0,0,0,0,0,0,,1,1,1,0,0,1,0,0,0,0,,1,1,0,0,0,1,1,1,0,,0,0,0,0,0,5,5,5,0,0
,2,1996,23,6,1,3,6,3,0,,1,0,0,0,0,0,0,0,,1,0,1,1,0,0,0,0,0,0,,0,0,0,1,1,1,1,1,0,,1,1,0,0,0,2,3,2,1,0
,1,1995,24,6,1,2,5,3,0,,1,0,0,0,0,0,0,0,,1,0,1,0,0,1,0,0,0,0,,0,1,0,0,0,1,1,1,0,,0,0,0,0,0,5,5,5,0,0
,2,,,6,1,2,2,5,1,,1,1,0,1,0,0,0,0,,0,1,0,1,0,0,1,1,0,0,,1,0,0,1,0,0,0,0,0,,1,0,1,0,0,2,3,3,1,1
,2,1996,23,6,1,1,2,1,0,,1,1,0,1,1,1,1,0,,1,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,3,3,3,0,0
,2,1996,23,6,1,4,2,5,0,,1,1,0,0,1,1,1,0,,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,,1,0,0,1,0,3,3,3,1,1
,1,1994,25,6,1,4,3,6,1,,1,1,0,1,1,1,1,0,,1,1,1,1,0,0,1,0,0,0,,0,0,0,0,1,1,0,0,0,,1,0,0,1,0,3,3,3,1,1
,2,2000,19,6,1,4,6,4,0,,1,1,1,0,1,1,1,0,,1,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,0,,1,0,1,0,0,3,3,3,0,0
,1,1990,29,6,1,2,2,4,0,,1,1,0,0,1,1,1,0,,1,1,1,0,0,0,0,0,0,0,,1,0,0,0,0,1,1,0,0,,1,0,1,0,0,3,3,3,0,0
,1,1996,23,6,1,4,3,5,0,,1,1,0,1,0,1,1,0,,1,1,1,0,0,1,0,0,0,0,,1,0,0,1,0,1,1,0,0,,1,0,1,1,0,3,3,3,1,1
,1,1996,23,6,1,4,3,3,0,,1,1,0,1,0,1,1,0,,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,1,0,1,0,0,3,3,3,1,1
,1,1992,27,6,1,3,6,6,0,,1,0,0,0,0,0,0,0,,1,0,1,1,0,1,0,0,0,0,,1,1,0,0,1,1,1,1,0,,0,0,0,0,0,5,5,5,0,0
,2,2002,17,6,1,1,6,2,0,,1,0,0,0,0,0,0,0,,1,0,1,0,0,1,0,0,0,0,,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,5,5,5,0,0
,2,1996,23,6,1,1,1,4,0,,1,1,0,1,0,0,0,0,,1,0,1,1,0,1,0,0,1,0,,0,1,0,0,1,1,1,1,0,,1,1,0,1,0,2,2,2,1,0
,2,2000,19,6,1,4,6,6,0,,1,1,1,0,1,1,1,0,,1,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,0,,1,1,0,0,0,3,3,3,1,1
,2,1997,22,6,1,4,6,5,0,,1,1,1,0,1,1,1,0,,1,1,1,0,1,0,0,0,0,0,,0,0,0,1,0,0,1,0,0,,1,1,0,0,0,3,3,3,0,0
,2,2002,17,6,1,1,7,3,0,,1,1,1,0,1,0,1,0,,1,1,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,1,0,0,0,0,3,3,3,0,0
,1,1989,30,6,1,3,2,1,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,5,5,0,0
,2,1963,56,6,1,4,5,1,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,5,5,0,0
,2,1948,71,6,1,2,5,1,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,5,5,0,0
,1,1990,29,6,1,5,3,5,0,,1,1,0,1,1,0,1,0,,0,1,0,1,1,1,1,0,1,0,,0,1,0,1,0,0,0,0,0,,1,1,0,1,0,3,3,3,0,0
,2,1999,20,6,1,3,6,4,0,,1,1,1,1,1,0,1,0,,1,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,0,,1,0,0,0,0,3,3,3,0,0
,1,1989,30,6,1,4,4,3,0,,1,1,0,1,1,1,1,0,,1,1,0,1,0,1,1,0,0,0,,0,0,0,1,0,0,1,0,0,,1,0,1,0,0,3,3,3,0,0
,1,1982,37,6,1,2,3,6,1,,1,1,0,1,0,1,1,0,,1,1,1,1,1,0,1,1,0,0,,1,0,1,1,0,1,0,0,0,,1,0,1,0,0,4,4,3,1,1
,1,1988,31,6,1,2,3,4,1,,1,1,0,1,0,1,1,0,,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,0,0,,1,1,1,0,0,4,4,2,0,0
,2,1980,39,6,1,6,3,6,1,,0,0,0,0,0,0,0,0,,1,0,0,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,0,0,,1,0,1,0,0,2,2,2,1,1
,1,1990,29,6,1,6,3,6,1,,1,1,0,1,0,1,0,0,,1,1,1,1,1,0,1,1,1,0,,1,1,1,1,1,1,1,0,0,,1,0,1,1,0,3,2,2,1,1
,2,1990,29,6,1,2,3,5,1,,1,1,0,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,0,,1,1,1,1,0,2,2,2,1,0
,2,1970,49,6,1,2,3,4,1,,1,1,0,1,0,1,1,0,,1,1,1,1,0,1,1,1,1,0,,0,1,1,1,1,1,1,0,0,,1,0,1,1,0,2,2,2,1,0
,1,1982,37,6,1,6,4,6,1,,1,1,0,1,0,1,1,0,,1,0,1,1,1,1,1,1,1,0,,1,0,1,1,1,1,1,0,0,,1,1,1,1,0,3,2,2,1,1
,2,1992,27,6,1,2,3,6,1,,1,1,0,1,1,1,1,0,,1,0,1,1,1,0,1,1,0,0,,1,0,1,1,1,0,0,0,0,,1,0,1,1,0,2,1,2,1,1
,1,1999,20,6,1,2,4,6,0,,1,1,0,0,1,1,1,Home,,0,1,1,1,0,0,1,1,0,0,,1,0,0,1,0,1,0,0,0,,1,0,1,0,0,2,2,2,1,1
,1,1970,49,6,1,6,3,6,0,,1,1,0,1,1,1,1,0,,1,0,1,0,0,0,1,1,0,0,,1,0,0,1,1,0,0,0,0,,1,1,0,0,0,2,2,2,1,1
,2,1996,23,6,1,2,3,6,0,,1,1,0,1,0,1,0,0,,1,0,1,1,1,1,1,1,1,0,,0,1,1,0,1,1,0,0,0,,1,0,0,1,0,2,2,2,1,1
,1,1995,24,6,1,2,3,6,1,,1,1,0,1,0,1,1,0,,0,1,1,1,1,0,1,1,0,0,,1,0,1,1,1,1,0,0,0,,1,1,0,1,0,1,1,1,1,1
,2,1975,44,6,1,2,3,6,0,,1,1,0,1,1,1,0,0,,1,1,1,1,0,1,1,1,0,0,,1,1,0,1,1,1,1,0,0,,1,0,0,1,0,2,2,2,0,0
,1,1986,33,6,1,2,3,6,1,,1,1,0,1,0,1,1,0,,1,0,1,1,0,1,1,0,0,0,,1,0,1,1,1,0,1,0,0,,1,1,0,1,0,2,2,2,1,1
,1,1995,24,6,1,1,2,6,0,,1,1,0,1,0,0,1,0,,1,0,1,0,0,0,1,1,1,0,,1,0,1,1,1,0,0,0,0,,1,1,0,0,0,2,2,2,1,1
,1,1972,47,6,1,6,3,6,1,,1,1,0,1,0,1,0,0,,1,0,1,1,0,0,1,1,1,0,,1,1,1,1,1,1,1,0,0,,1,1,0,1,0,2,2,2,1,0
,1,1984,35,6,1,6,3,6,1,,1,1,0,0,1,0,1,Home,,0,1,1,1,0,0,1,0,0,0,,0,1,0,0,1,1,1,0,0,,1,0,1,1,0,3,2,2,1,1
,1,1988,31,6,1,2,3,6,0,,1,1,0,0,1,1,1,0,,1,1,1,1,1,0,1,1,0,0,,1,0,0,1,1,1,1,0,0,,1,1,1,1,0,3,2,2,1,1
,2,1995,24,6,1,1,3,6,0,,1,1,0,1,0,1,0,Home,,1,1,1,0,1,0,0,1,0,0,,0,1,1,1,1,1,1,0,0,,1,1,0,1,0,2,2,2,1,0
,2,1970,49,6,1,2,3,6,1,,1,1,0,1,0,1,0,Home,,1,1,1,1,1,1,1,1,1,0,,1,0,1,1,1,0,0,0,0,,1,1,0,1,0,2,2,2,1,0
,1,1997,22,6,1,3,2,2,0,,1,1,0,0,1,1,1,0,,1,1,0,0,0,0,1,0,0,0,,0,0,0,1,0,1,0,1,0,,1,0,1,0,0,2,3,3,0,0
,2,1992,27,6,1,4,3,5,0,,1,1,0,1,0,1,1,0,,1,1,0,0,1,1,1,0,0,0,,0,0,0,1,0,0,0,0,0,,1,0,1,0,0,3,3,3,1,1
,2,1992,27,6,1,4,3,1,0,,1,1,0,0,0,0,1,7-Hotel,,1,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,5,5,5,0,1
,1,1993,26,6,1,2,3,4,0,,0,1,0,1,0,0,0,0,,1,1,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,5,5,5,0,1
,2,1999,20,6,1,5,6,6,1,,1,1,1,0,0,0,0,0,,1,0,1,0,0,1,1,0,0,0,,0,1,1,1,1,0,1,1,0,,1,1,0,0,0,1,1,2,1,1
,1,2001,18,6,1,3,6,6,1,,0,0,0,0,0,0,0,7-Hotspot,,0,0,1,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,5,5,0,1
,2,1998,21,6,1,3,6,6,0,,1,1,1,0,0,1,1,0,,1,0,1,1,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,0,,1,0,0,1,0,5,5,5,0,1
,2,1997,22,6,1,4,6,6,0,,1,1,1,1,0,0,1,0,,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,1,0,1,0,0,5,5,5,1,0
,1,1998,21,6,1,2,4,6,1,,1,1,0,1,0,0,0,0,,1,1,1,1,0,1,0,1,0,0,,0,0,0,0,0,0,1,0,0,,1,1,0,0,0,4,4,2,1,1
,1,1980,39,6,1,4,5,6,0,,1,1,0,0,0,0,0,Hotel,,1,0,1,0,0,0,1,1,1,0,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,5,5,5,0,0
,1,1987,32,6,1,4,5,4,0,,1,1,0,0,0,0,1,0,,1,0,1,1,0,1,1,0,0,0,,1,1,0,0,0,1,1,0,0,,1,1,0,0,0,3,2,2,1,0
,2,1993,26,6,1,4,5,6,0,,1,1,0,1,0,0,0,0,,1,0,0,1,0,0,1,1,1,0,,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,5,5,5,1,0
,1,1998,21,6,1,3,6,3,1,,1,1,0,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,5,5,5,1,0
,2,1999,20,6,1,3,6,2,1,,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,5,5,5,1,1
,2,1997,22,6,1,3,6,2,1,,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,5,5,5,0,1
,2,1999,20,6,1,3,6,2,0,,0,1,0,0,0,1,0,0,,0,1,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,2,2,4,1,1
,2,1999,20,6,1,3,6,1,0,,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,5,5,5,0,1
,2,1999,20,6,1,4,6,5,0,,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,1,0,0,0,0,3,3,3,0,1
,1,1998,21,6,1,4,6,6,0,,0,1,1,0,0,0,0,0,,1,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,4,5,4,0,0
,1,1994,25,6,1,4,5,3,0,,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,1,1,0,0,0,1,3,1,1,1
,1,1992,27,6,1,4,5,6,0,,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,1,1,0,0,0,1,3,1,1,1
,2,1998,21,6,1,2,6,6,0,,1,1,0,0,0,0,1,0,,1,1,0,1,0,1,0,0,1,0,,1,0,1,0,0,0,0,1,0,,1,1,0,1,0,3,4,4,0,1
,2,2001,18,6,1,1,6,2,0,,1,1,1,0,0,0,0,0,,1,0,1,0,0,1,0,0,0,0,,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,5,5,5,0,0
,1,1980,39,2,3,1,5,3,1,,0,0,0,0,0,1,0,0,,1,1,1,1,0,1,0,0,0,0,,0,1,1,1,1,1,1,1,0,,1,0,0,0,1,3,4,4,0,1
,1,1984,35,2,3,1,2,3,1,,0,0,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,,0,1,1,1,1,1,1,0,0,,1,0,1,0,0,4,3,4,0,1
,2,,,2,3,2,5,6,1,,1,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,0,,0,1,0,0,0,0,1,0,0,,1,0,1,0,0,3,3,4,1,0
,1,2000,19,2,3,2,6,5,0,,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,5,4,3,0,1
,2,1993,26,2,3,2,2,4,0,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,1,0,1,,1,0,0,0,0,2,4,3,0,1
,1,1992,27,2,3,2,2,5,0,,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,1,0,0,1,0,2,2,2,1,1
,1,1998,21,2,3,2,3,2,1,,1,0,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,0,0,0,0,1,2,5,2,1,0
,1,1997,22,2,3,2,2,5,1,,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,1,1,0,0,0,3,4,4,0,1
,2,1996,23,2,3,4,3,2,1,,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,1,1,0,0,0,4,4,4,1,1
,1,1993,26,2,3,2,2,1,0,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,3,3,3,1,1
,2,1998,21,2,3,4,3,3,1,,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,2,4,4,0,0
,1,1994,25,2,3,2,2,2,0,,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,3,3,3,1,1
,1,1990,29,2,3,2,2,3,1,,1,1,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,,1,1,0,0,0,5,5,5,1,1
,1,1977,42,2,3,1,2,4,0,,0,1,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,,1,1,0,0,0,2,3,4,0,1
,1,1980,39,2,3,1,3,2,0,,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,1,0,1,0,,0,0,0,1,0,0,0,1,0,,1,1,0,0,0,2,5,4,0,0
,2,1971,48,2,3,1,2,2,0,,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,,1,0,0,1,0,0,1,0,0,,0,0,0,0,1,4,4,4,0,0
,1,1979,40,2,3,1,2,6,0,,0,1,0,0,1,0,0,0,,1,1,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,,0,1,0,0,0,5,5,4,1,1
,2,1988,31,2,3,2,2,5,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,5,5,0,0
,1,1990,29,2,3,1,2,3,0,,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,,0,1,1,1,0,0,0,0,0,,1,0,0,0,0,5,5,5,1,1
,2,1987,32,2,3,2,2,4,0,,0,0,1,1,0,0,0,0,,1,0,1,0,0,0,1,0,0,0,,0,1,1,1,1,1,1,0,1,,1,0,0,0,0,2,4,3,0,1
,1,1991,28,2,3,2,4,2,0,,0,0,0,0,0,0,0,0,,1,1,1,1,0,1,0,0,0,0,,1,1,1,1,1,0,0,0,0,,1,1,0,0,0,2,3,4,0,1
,1,1996,23,2,3,2,2,5,1,,0,0,0,0,0,0,0,0,,0,1,1,1,0,1,0,0,0,0,,0,1,1,1,1,1,1,0,0,,1,1,1,0,0,3,3,4,0,0
,1,1991,28,2,3,2,2,2,0,,1,1,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,4,4,4,1,1
,2,1996,23,2,3,2,2,2,1,,1,1,0,0,1,0,0,0,,0,1,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,5,5,5,0,0
,2,1995,24,2,3,2,6,4,1,,1,1,1,0,0,0,0,0,,1,0,1,0,1,1,1,0,0,0,,0,1,1,0,1,1,1,0,0,,1,1,0,0,0,3,4,3,0,1
,1,1993,26,2,3,2,2,4,0,,1,1,0,0,0,0,1,0,,1,1,1,0,1,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,,1,0,0,0,1,3,3,3,1,1
,2,1982,37,2,3,2,5,3,0,,0,0,0,0,0,0,0,Not applicable,,1,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,5,4,4,0,0
,1,1977,42,2,3,1,2,3,0,,0,1,0,1,0,0,1,0,,0,0,1,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,1,2,1,0
,2,1986,33,2,3,1,2,3,0,,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,1,0,,0,0,0,0,0,3,3,2,0,0
,1,1980,39,2,3,2,5,3,0,,1,0,1,0,1,1,1,0,,0,0,1,0,0,1,0,0,0,0,,1,0,1,0,1,1,1,1,0,,1,0,0,1,0,2,3,1,1,1
,1,1995,24,2,3,2,2,3,0,,0,1,1,0,0,1,0,0,,1,1,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,3,2,0,0
,1,1991,28,2,3,2,2,3,0,,0,1,0,0,0,0,0,0,,1,1,1,1,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,5,5,0,1
,1,1999,20,2,3,2,2,2,0,,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,,1,0,1,0,0,2,1,2,0,0
,1,2000,19,2,3,1,2,3,1,,1,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,1,1,1,1,1,0,0,,1,0,0,0,0,3,3,3,1,0
,1,1978,41,2,3,2,2,2,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,4,4,4,1,1
,2,1994,25,2,3,2,2,2,0,,1,1,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,4,4,4,1,1
,2,1994,25,2,3,3,2,2,1,,0,0,0,0,0,0,0,Not applicable,,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,4,4,4,1,1
,2,1996,23,2,3,2,6,4,0,,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,5,5,5,0,0
,2,1990,29,2,3,1,2,3,0,,0,0,0,0,0,0,0,Not applicable,,1,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,3,2,0,0
,1,1991,28,2,3,1,2,3,1,,0,1,1,0,0,0,0,0,,1,1,1,0,0,1,0,0,0,0,,0,1,0,0,0,1,1,0,0,,1,0,0,0,0,5,5,5,1,1
,1,1996,23,2,3,2,2,3,1,,1,0,1,1,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,3,4,0,1
,2,1973,46,2,3,1,2,1,0,,1,1,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,4,4,0,0
