ID,Industry code,Job title,ISCO-08 - Major,ISCO-08 - Minor,Years of experience,"Digital technology is an umbrella term for mobile, internet and computer-based products and solutions",Digital technology reduces the amount of time required to perform an action,Digital technology is about transferring data from one electronic device to the other,Digital Technology is everything electronic,Digital technology enables knowledge sharing across organisations.,Accounting/ financial management,"Make Bookings (Travel bookings, scheduling meetings, venue booking etc.)",Emailing,Making audio or video calls,Marketing,Printing and scanning,Designing,"Monitoring  (e.g. employees, production, security etc)",Research and development,Training,Filing,US12OTHERS,"The ability to manage and monitor my team, activities, projects etc., whilst not being physically presen",Improved communication tools,Ability to enhance the capacity to perform my job,Ability to do different tasks at once (Multi-tasking),Limited usage of paper (Paperless processes),Less time needed to perform my duties (Time-efficiency),Reduced workload,Improved safety of data,Easy access to content,Stock counting,Cost saving,Improved Customer interactions,Digital technology involves higher costs,"The instability of digital systems (systems going down, load shedding etc.)",Lack of human interactions,The threat of possible retrenchment,Adjusting to and learning new digital technology,Lack of required digital skills,Digital fraud and scamming,Lack of digital upgrade,Lack of required devices,Unavailability of data,"Management (CEOs, Directors, Managers, Supervisors etc.)",IT Department,Communication Department/ Marketing Department,Project coordinators,External stakeholders,Fellow colleagues,No-one,No idea,System Auditor,State-of-the art printers and scanners. Needed,Business WhatsApp. Needed,Hi-tech telephone. Needed,Faster computers and tablets. Needed,Digital filing. Needed,Mobile Applications.Needed,Block chain technology. Needed,Reliable internet. Needed,Smart boards. Needed,Software and web applications. Needed,Automated equipment. Needed,Voice over Internet protocol (VOIP). Needed,Video conferencing applications. Needed,Artificial intelligence. Needed,Faster Wi-Fi connection,Ultra-modern equipment (Upgrade current digital equipment/s),Artificial Intelligence,Internet of Things (IoT),Robots,Scanners,Tracking systems,Voice over internet protocol,No idea 2,"Ability to quickly learn new software (MS packages, accounting packages, designing packages etc.)",Computer literacy,Machine learning,Digital marketing,Artificial Intelligence 2,Developing a Website,The ability to use and understand digital media,My knowledge of digital technologies boosts my confidence,The digital skills that I have acquired open doors to more job opportunities,The usage of digital technologies makes me more knowledgeable,"With the usage of digital technology, I am now able to innovate at work",How much value does the knowledge of digital technology add to your qualification?,High school,In-house training,Peer-learning,Self-taught,Short courses,Tertiary education,Previous work experience,External training/workshops,I have No digital skills.,My organisation supports digital technology usage through accredited training (officially recognized or authorized),Digital technology is promoted through inhouse training in my organisation,My organisation does not have a support system to enhance digital skills,My organisation encourages self-development of staff when it comes to digital technology,Digital skills in my organisation are promoted through external training (trainings conducted outside the organisation),My organisation encourages the staff to acquire digital skills through online training,The use of digital technology exposes to potential financial loss.,The probability of data loss is higher when using digital technology,The possibility of getting scammed and robbed is higher when using digital technology,"Compared to traditional tools such as pen and paper, using digital technology creates more doubts",It takes too much time to learn how to use new digital technology than using traditional tools.,Digital technology is likely to cause me to lose control over the privacy of my personal data,The usage of digital technologies in the workplace is a waste of time,I am NOT interested in using digital skills in my workplace,I don’t see any additional value in using digital technology,The usage of digital technology is too complicated for me,"I can still use my traditional tools, there is no real need for digital technologies",Digital technologies limit my capacity as a human because everything is provided by machines,What is your gender?,What is your year of birth?,What is your highest education level (Only indicate the highest)?,Which racial group do you belong to?,How long have you been in the organisation?,Approximately how many employees work in your organisation?,AGE,understanding
137,G,Cashier,Service and sales workers,Sales workers,5.0,1,1,1,-1,1,5,1,5,2,5,2,5,2,5,5,2,#NULL!,7,10,10,9,9,10,9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,8,9,8,9,7,2,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,2,2,1,2,0,2,0,2,0,0,2,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,5,5,5,5,4,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,5,5,2,4,5,4,4,2,4,2,2,2,1,2,2,2,2,2,2,1990,4,1,5,20,29,3.00
139,G,Supervisor,Technicians and associate professionals,Business and administration associate professionals,4.0,1,1,1,-1,1,1,1,2,2,1,2,2,5,2,4,2,#NULL!,10,4,9,7,9,8,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,3,5,4,5,5,2,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,2,1,1,0,2,1,0,2,2,1,1,2,#NULL!,#NULL!,1,#NULL!,1,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,1,#NULL!,#NULL!,4,5,4,4,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,1,4,3,4,2,2,3,2,2,2,1,1,1,1,1,1,1,1983,3,1,2,45,36,3.00
144,G,Receptionist,Clerical support workers,Customer services clerks,6.0,1,1,1,-1,1,1,5,5,5,2,5,1,3,1,1,5,#NULL!,10,10,10,9,8,7,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,5,5,6,5,5,4,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,1,1,1,0,1,1,1,1,1,1,2,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,5,5,5,5,3,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,1,4,4,4,3,2,2,2,2,2,1,1,1,1,1,1,2,1992,3,2,4,120,27,3.00
151,G,sales person,Service and sales workers,Sales workers,3.0,1,1,1,0,1,1,1,3,2,2,3,1,1,2,1,1,#NULL!,9,7,9,5,9,4,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,8,1,3,5,6,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,0,0,1,1,1,2,0,2,0,2,0,0,0,0,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,1,5,5,5,5,3,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,2,3,4,2,3,2,1,2,2,1,1,1,1,1,1,4,1,1,1992,3,1,3,10,27,4.00
160,G,Payroll Administrator,Clerical support workers,Numerical and material recording clerks,20.0,1,1,-1,-1,1,2,4,5,5,4,4,4,2,3,4,2,#NULL!,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,1,2,0,0,1,1,1,0,0,0,1,1,1,1,1,#NULL!,#NULL!,#NULL!,1,#NULL!,1,1,1,1,1,1,1,4,4,4,4,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,3,3,3,3,3,3,4,4,4,4,5,4,4,4,4,4,4,4,2,1979,3,2,5,450,40,1.00
168,G,Sales assistant,Service and sales workers,Sales workers,1.0,1,1,-1,-1,1,2,5,5,4,5,4,5,4,5,4,5,#NULL!,10,10,9,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,4,6,10,10,5,1,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,#NULL!,1,#NULL!,1,1,1,#NULL!,1,#NULL!,#NULL!,1,1,1,1,4,4,5,5,4,#NULL!,#NULL!,#NULL!,1,#NULL!,1,1,#NULL!,#NULL!,4,3,2,4,4,4,4,1,2,2,1,1,1,1,1,1,2,4,1,1996,4,1,1,90,23,1.00
183,G,Manager,Managers,Administrative and commercial managers,5.0,1,1,1,-1,1,2,2,3,4,1,5,1,4,1,4,5,#NULL!,8,10,8,8,7,8,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,10,10,10,10,10,8,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,1,2,2,2,2,2,1,0,0,2,2,2,0,1,#NULL!,1,1,#NULL!,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,#NULL!,1,4,3,4,4,4,#NULL!,1,#NULL!,1,#NULL!,#NULL!,1,#NULL!,#NULL!,5,1,3,2,5,4,4,4,5,3,2,5,1,3,1,2,3,4,2,1979,3,1,5,12,40,3.00
195,G,Cellphone specialist,Technicians and associate professionals,Information and communications technicians,4.0,1,1,1,-1,1,5,4,5,5,5,5,5,4,2,2,4,#NULL!,8,10,8,10,10,7,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,4,7,9,8,6,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,#NULL!,#NULL!,1,#NULL!,1,#NULL!,1,#NULL!,1,1,#NULL!,1,#NULL!,#NULL!,1,5,4,5,4,4,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,5,4,5,4,2,2,3,4,2,5,1,1,1,1,1,1,1,1,1993,4,1,4,10,26,3.00
209,G,Administrator,Clerical support workers,Other clerical support workers,7.0,1,1,1,-1,1,3,4,5,5,2,5,2,5,1,2,5,#NULL!,8,10,10,9,10,10,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,8,4,3,5,5,7,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,2,1,1,2,1,1,1,1,1,1,1,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,5,5,5,5,4,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,1,#NULL!,4,2,4,4,2,4,2,3,4,2,2,2,1,1,1,1,1,1,2,1982,4,2,7,800,37,3.00
210,G,INTERNAL SALES,Service and sales workers,Sales workers,20.0,1,1,1,-1,1,4,1,4,1,3,5,2,2,1,1,1,#NULL!,1,8,8,8,8,8,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,10,7,1,2,1,1,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,4,4,4,4,3,1,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,4,4,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,1971,4,4,12,8,48,3.00
67,H,Station Supervisor,Technicians and associate professionals,Business and administration associate professionals,5,-1,1,1,-1,1,5,1,1,4,1,4,1,1,1,5,5,#NULL!,10,10,10,10,5,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,10,6,7,3,1,9,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,2,2,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5,5,5,5,4,1,0,1,0,1,0,0,0,0,3,4,3,2,2,2,5,5,5,1,3,3,1,1,1,1,1,5,1,1987,4,1,3,2,32,1.00
68,H,Station Supervisor,Technicians and associate professionals,Business and administration associate professionals,14,1,1,1,-1,1,5,1,1,5,1,4,1,4,1,4,4,#NULL!,10,4,10,10,7,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,10,8,2,2,2,10,#NULL!,#NULL!,#NULL!,1,0,0,0,0,1,0,0,0,2,2,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,0,0,1,0,1,0,0,0,0,3,3,3,3,3,3,4,4,3,3,2,4,3,1,1,3,1,3,2,1973,3,1,6,2,46,3.00
69,H,Passenger Service Agent,Clerical support workers,Customer services clerks,11,-1,1,1,-1,1,1,3,2,5,1,4,1,4,1,1,4,#NULL!,10,10,10,10,8,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,8,4,7,5,1,9,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,3,3,3,4,1,0,1,0,0,1,1,0,0,3,4,2,4,3,4,5,4,4,2,3,3,1,1,1,1,1,3,2,1984,5,2,7,21,35,1.00
70,H,Customer Service Consultant,Clerical support workers,Customer services clerks,15,1,1,1,-1,1,2,5,5,5,3,4,1,4,5,2,3,#NULL!,5,9,10,10,8,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,5,1,1,5,1,10,#NULL!,#NULL!,#NULL!,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5,5,5,4,4,0,0,0,0,0,1,0,0,0,4,3,3,3,4,4,3,4,4,3,3,4,2,1,1,1,2,1,2,1984,5,2,4,17,35,3.00
71,H,Ticket Officer,Technicians and associate professionals,Ticket Officer,8,1,1,1,-1,1,4,4,5,2,5,5,2,5,4,4,5,#NULL!,5,7,8,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,7,10,10,10,8,10,#NULL!,#NULL!,#NULL!,0,0,1,0,0,0,0,0,0,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,4,5,5,5,4,1,1,0,0,1,1,0,1,0,5,4,4,4,4,3,2,4,2,2,2,3,2,2,2,2,2,2,2,1988,4,1,8,50,31,3.00
72,H,Customer Service Consultant,Clerical support workers,Customer services clerks,8,1,1,1,-1,1,1,4,4,5,3,5,5,5,4,5,5,#NULL!,10,10,10,9,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,9,10,10,9,9,5,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,0,0,1,2,2,2,2,1,2,1,1,1,1,2,1,2,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,5,5,5,5,4,1,1,0,0,1,1,1,1,0,5,4,1,3,3,3,3,3,3,2,2,2,1,1,1,1,1,5,2,1985,4,1,7,350,34,3.00
73,H,Assistant Supervisor,Technicians and associate professionals,Business and administration associate professionals,8,1,1,1,-1,1,4,4,3,3,4,5,3,2,2,4,4,#NULL!,7,6,7,8,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,8,4,3,4,4,9,#NULL!,#NULL!,#NULL!,0,0,0,0,0,1,0,0,0,1,2,1,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,3,4,3,0,0,0,0,0,0,1,0,0,3,4,3,3,3,2,4,4,4,3,2,2,1,2,1,1,1,1,1,1980,5,1,5,10,39,3.00
74,H,Customer Service Consultant,Clerical support workers,Customer services clerks,13,1,1,1,-1,1,3,3,3,2,4,3,2,2,2,2,4,#NULL!,10,10,7,5,7,8,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,10,5,5,6,3,2,#NULL!,#NULL!,#NULL!,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,5,5,3,0,0,0,0,0,0,0,1,0,4,4,3,3,2,2,5,5,5,3,3,4,3,2,2,2,3,4,1,#NULL!,#NULL!,1,7,18,#NULL!,3.00
75,H,Administrator,Clerical support workers,Other clerical support workers,3,1,1,1,0,1,3,5,5,4,3,3,1,1,5,2,4,#NULL!,5,6,10,10,10,7,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,10,10,10,4,5,8,#NULL!,#NULL!,#NULL!,0,0,0,0,0,0,1,1,0,1,1,1,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,3,4,0,0,0,0,1,0,0,0,0,4,2,4,4,3,3,3,4,5,3,3,4,1,1,3,1,1,3,2,1993,4,1,,3,26,4.00
76,H,Facility Coordinator,Technicians and associate professionals,Business and administration associate professionals,5,-1,1,-1,0,1,2,2,2,4,1,3,1,1,1,1,1,#NULL!,10,10,10,7,7,7,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,5,5,1,9,1,7,#NULL!,#NULL!,#NULL!,0,0,0,0,0,0,0,1,0,2,1,1,2,2,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,2,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,4,4,4,3,2,3,3,3,3,2,3,4,1,1975,3,1,6,10,44,1.00
77,H,Receptionist,Clerical support workers,Customer services clerks,12,1,1,1,-1,1,1,4,4,5,2,5,2,2,4,1,3,#NULL!,5,10,10,8,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,8,5,4,8,2,10,#NULL!,#NULL!,#NULL!,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,5,4,4,4,1,0,0,0,1,0,1,1,0,4,3,3,4,3,4,5,5,5,1,1,1,1,1,1,1,1,1,2,1978,5,1,8,14,41,3.00
79,H,Station Supervisor,Technicians and associate professionals,Business and administration associate professionals,10,1,1,1,-1,1,5,1,5,1,5,1,1,5,3,3,3,#NULL!,1,7,2,5,6,10,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,2,10,5,10,7,9,#NULL!,#NULL!,#NULL!,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,2,2,4,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,4,5,2,4,4,2,2,2,4,3,4,4,2,1985,3,1,4,#NULL!,34,3.00
80,H,Employee,Other,Employee,14,1,1,1,-1,1,5,5,1,4,1,4,1,3,1,1,3,#NULL!,10,7,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,10,6,3,5,5,10,#NULL!,#NULL!,#NULL!,1,0,0,0,0,1,0,0,0,1,0,1,2,1,2,2,1,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,4,4,4,0,0,1,0,0,0,0,0,0,3,4,2,4,2,2,3,4,3,4,3,4,2,1,1,1,3,5,2,#NULL!,4,1,6,4,#NULL!,3.00
81,H,Supervisor,Technicians and associate professionals,Business and administration associate professionals,10,1,1,1,-1,1,3,5,4,4,2,3,1,3,4,1,3,#NULL!,6,3,7,8,2,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,10,2,2,2,2,2,#NULL!,#NULL!,#NULL!,1,0,0,1,0,0,0,0,0,1,1,1,2,1,2,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,4,4,2,3,1,0,0,0,0,0,0,0,0,3,4,2,2,4,4,5,5,5,3,4,4,3,3,2,4,2,4,1,#NULL!,3,1,5,2,#NULL!,3.00
135,H,Receptionist/ General Administrator,Clerical support workers,Customer services clerks,3.0,1,1,1,-1,1,5,2,5,2,5,5,4,5,2,3,3,#NULL!,5,10,10,10,5,6,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,5,3,1,4,4,1,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,2,1,0,1,1,1,1,1,1,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,1,#NULL!,#NULL!,1,5,4,4,4,3,1,#NULL!,1,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,4,3,3,4,4,2,4,4,4,3,3,3,2,1,2,2,2,2,2,1997,5,4,3,411,22,3.00
173,H,Administrator,Clerical support workers,Other clerical support workers,5.0,1,1,1,-1,1,1,2,2,2,2,4,1,5,2,1,5,#NULL!,10,10,9,9,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,8,6,6,9,7,5,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,2,1,0,1,2,1,2,2,0,2,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,4,4,4,4,1,#NULL!,#NULL!,1,#NULL!,#NULL!,1,#NULL!,#NULL!,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,1993,3,4,5,4,26,3.00
200,H,Driver,"Plant and machine operators, and assemblers",Drivers and mobile plant operators,4.0,1,1,1,-1,1,2,2,4,4,2,5,2,1,2,6,2,#NULL!,2,3,3,2,3,3,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,3,3,4,2,2,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,#NULL!,#NULL!,1,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,1,#NULL!,1,#NULL!,1,#NULL!,3,5,3,3,0,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,3,3,1,2,1,3,1,1,1,3,1,3,1,3,1,3,1,1986,3,1,2,35,33,3.00
47,I,Day Shift Security,Service and sales workers,Protective services workers,1,1,1,#NULL!,#NULL!,1,4,4,5,5,5,5,5,5,5,5,5,#NULL!,10,10,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,5,5,8,5,5,8,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,4,4,5,4,0,0,1,0,0,0,0,0,0,4,3,3,4,3,4,2,4,3,3,3,4,1,1,1,3,1,4,1,1986,3,1,1,10,33,#NULL!
48,I,Office Assisstance,Clerical support workers,General and keyboard clerks,1,1,1,1,-1,1,4,5,5,5,4,5,3,5,5,3,3,#NULL!,9,10,10,10,10,9,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,3,5,6,9,8,10,#NULL!,#NULL!,#NULL!,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,5,5,4,3,3,0,1,1,1,0,0,0,1,0,4,4,2,2,3,2,2,3,4,5,2,2,2,1,4,1,1,1,2,1984,3,1,6,15,35,3.00
49,I,Office Assisstance,Clerical support workers,General and keyboard clerks,3,1,1,1,-1,1,5,5,5,5,5,5,5,5,5,5,5,#NULL!,7,8,8,9,8,8,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,6,8,8,8,6,9,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,1,2,1,1,2,1,2,1,1,1,2,1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,5,5,4,1,1,1,0,1,1,1,0,0,5,5,2,5,5,3,3,3,4,3,4,4,2,2,2,2,2,2,2,1991,4,1,1,10,28,3.00
50,I,Maintenance,Other,Maintenance,6,1,1,1,-1,1,5,2,5,6,4,5,2,5,5,5,5,#NULL!,8,10,10,10,5,9,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,7,8,1,4,3,5,#NULL!,#NULL!,#NULL!,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,5,5,5,5,4,0,1,1,1,0,0,0,0,0,5,5,1,5,5,5,1,1,3,1,3,3,3,1,1,1,1,1,1,1983,3,1,7,47,36,3.00
51,I,Employee,Other,Employee,2,1,1,-1,-1,1,5,5,4,3,5,5,5,6,5,6,6,#NULL!,1,5,3,6,8,7,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,6,5,5,7,5,3,#NULL!,#NULL!,#NULL!,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4,4,4,4,3,0,1,0,1,1,0,1,0,0,4,4,1,4,1,4,2,2,4,1,4,2,1,1,1,1,1,1,1,1983,4,1,2,50,36,1.00
52,I,Switchboard operator,Clerical support workers,Customer services clerks,1,1,1,1,-1,1,3,6,3,5,3,5,3,6,4,5,5,#NULL!,9,8,9,9,7,6,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,9,8,8,9,10,9,#NULL!,#NULL!,#NULL!,1,1,0,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,4,4,4,4,3,1,1,1,1,1,1,1,1,0,4,4,3,4,4,4,3,3,2,4,4,4,3,4,4,3,3,4,2,1985,3,1,1,44,34,3.00
53,I,Front desk agent,Clerical support workers,Customer services clerks,3,1,1,-1,0,1,5,5,5,2,2,5,2,5,5,2,5,#NULL!,5,10,10,10,10,7,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,10,1,2,10,10,10,#NULL!,#NULL!,#NULL!,0,0,0,0,0,0,1,0,0,1,1,1,1,2,2,0,1,0,0,2,2,2,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,5,5,5,5,3,1,1,0,1,1,1,1,1,0,1,1,5,1,1,1,5,3,3,1,2,3,1,1,1,1,1,3,2,1981,4,1,3,60,38,2.00
54,I,Guest service attendant,Clerical support workers,Customer services clerks,1,1,1,1,-1,1,2,4,4,5,4,2,2,4,3,4,4,#NULL!,7,8,9,9,6,8,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,6,8,7,6,8,5,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2,1,1,0,0,0,1,2,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,4,4,4,3,0,1,0,0,0,0,1,0,0,0,4,3,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,5,1,1987,4,1,1.5,38,32,3.00
55,I,Employee,Other,Employee,13,1,-1,1,-1,1,3,4,5,2,4,5,6,5,6,5,5,#NULL!,10,10,10,10,5,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,10,9,10,8,8,1,#NULL!,#NULL!,#NULL!,1,1,1,1,0,1,0,0,0,2,1,1,1,1,1,0,1,2,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,4,5,5,5,4,1,1,1,1,0,1,1,1,0,2,5,1,5,2,5,2,2,2,2,2,2,1,1,1,1,1,1,2,1984,4,1,4,10,35,1.00
